,ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,lawlor_T2D_PSI,lawlor_ND_PSI,lawlor_dI,lawlor_FDR,lawlor.beta_T2D_ratio,lawlor.beta_ND_ratio,lawlor_mark,xin_T2D_PSI,xin_ND_PSI,xin_dI,xin_FDR,xin.beta_T2D_ratio,xin.beta_ND_ratio,xin_mark,
10065,10425,ARIH2,10425//ARIH2,chr3,48956276,48965245,CA-10425-3151-8870-8992-11614[INC][9/5][UPT],0,+,cass,1,1,0,1,0.106557377,0.101010101,None,NA,NA,NA,NA,NA,NA,NA,
10066,10425,ARIH2,10425//ARIH2,chr3,48960180,49002414,CA-10425-6964-45764-45832-49071[INC][2/1],0,+,cass,1,1,0,1,0.073770492,0.131313131,None,NA,NA,NA,NA,NA,NA,NA,
10067,10425,ARIH2,10425//ARIH2,chr3,48960180,48999111,CA-10425-6964-11614-11966-45764[INC][30/2],0,+,cass,1,1,0,1,0.106557377,0.168350168,None,NA,NA,NA,NA,NA,NA,NA,
10068,10425,ARIH2,10425//ARIH2,chr3,48960180,48982613,CA-10425-6964-11614-11966-29288[INC][4/2],0,+,cass,0.866666667,0.991489362,-0.124822695,1,0.06557377,0.107744108,None,NA,NA,NA,NA,NA,NA,NA,
10069,10425,ARIH2,10425//ARIH2,chr3,48960180,48999111,CA-10425-6964-8870-8992-45764[INC][2/2],0,+,cass,1,1,0,1,0.12295082,0.127946128,None,1,1,0,1,0.075812274,0.109947644,None,
10070,10425,ARIH2,10425//ARIH2,chr3,48960180,48982613,CA-10425-6964-8870-8992-29288[INC][1/2],0,+,cass,0.890410959,0.986486486,-0.096075528,1,0.131147541,0.127946128,None,NA,NA,NA,NA,NA,NA,NA,
10071,10425,ARIH2,10425//ARIH2,chr3,48960180,48965245,CA-10425-6964-8870-8992-11614[INC][74/107],0,+,cass,0.570552147,0.559681698,0.01087045,0.779788776,0.213114754,0.222222222,None,0.601328904,0.459854015,0.141474889,0.337706211,0.126353791,0.12565445,None,
10072,10425,ARIH2,10425//ARIH2,chr3,48962150,48999111,CA-10425-8992-11614-11966-45764[INC][5/2],0,+,cass,1,1,0,1,0.147540984,0.164983165,None,NA,NA,NA,NA,NA,NA,NA,
10073,10425,ARIH2,10425//ARIH2,chr3,48962150,48982613,CA-10425-8992-11614-11966-29288[INC][1/2],0,+,cass,1,1,0,1,0.106557377,0.117845118,None,NA,NA,NA,NA,NA,NA,NA,
10074,10425,ARIH2,10425//ARIH2,chr3,48964894,48999111,CA-10425-11966-33218-33249-45764[INC][1/87],0,+,cass,0,0,0,1,0.06557377,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
10075,10425,ARIH2,10425//ARIH2,chr3,48964894,48999111,CA-10425-11966-29288-29334-45764[INC][11/87],0,+,cass,0.245033113,0.553982301,-0.308949188,1.42E-06,0.073770492,0.134680135,Down,NA,NA,NA,NA,NA,NA,NA,
10076,10428,CFDP1,10428//CFDP1,chr16,75446432,75467367,CA-10428-3201-21794-21912-23735[INC][82/1][UPT],0,-,cass,0.99443517,0.991658489,0.002776681,0.686503759,0.737704918,0.781144781,None,0.952222558,0.990389236,-0.038166678,5.13E-09,0.682310469,0.591623037,None,
10077,10428,CFDP1,10428//CFDP1,chr16,75327607,75339079,CA-10428-131466-134584-134733-142447[INC][1/132][DNT],0,-,cass,0.013089005,0.014492754,-0.001403748,0.014211638,0.319672131,0.491582492,None,0.092082111,0.014440433,0.077641678,3.45E-07,0.440433213,0.340314136,None,
10078,10430,TMEM147,10430//TMEM147,chr19,36037427,36038141,CA-10430-3986-4072-4430-4519[INC][3/2],0,+,cass,1,1,0,1,0.655737705,0.734006734,None,1,1,0,1,0.59566787,0.54973822,None,
10079,10432,RBM14,10432//RBM14,chr11,66384100,66410966,CA-10432-3476-26118-26542-29868[INC][1/1][UPT][DNT],0,+,cass,1,1,0,1,0.352459016,0.383838384,None,1,1,0,1,0.277978339,0.183246073,None,
10080,10434,LYPLA1,10434//LYPLA1,chr8,54978307,55014476,CA-10434-3263-4078-4110-39204[INC][85/1][UPT],0,-,cass,1,1,0,1,0.12295082,0.269360269,None,1,1,0,1,0.158844765,0.109947644,None,
10081,10434,LYPLA1,10434//LYPLA1,chr8,54978307,55014113,CA-10434-3668-4078-4110-39204[INC][6/1][UPT],0,-,cass,1,1,0,1,0.098360656,0.249158249,None,1,1,0,1,0.126353791,0.094240838,None,
10082,10434,LYPLA1,10434//LYPLA1,chr8,54975887,55013498,CA-10434-4110-39204-39230-41642[INC][4/1],0,-,cass,0.962962963,0.953051643,0.00991132,1,0.114754098,0.255892256,None,0.946360153,0.654320988,0.292039166,3.03E-09,0.144404332,0.09947644,Up,
10083,10434,LYPLA1,10434//LYPLA1,chr8,54975887,55013498,CA-10434-4110-39204-39270-41642[INC][85/1],0,-,cass,0.978378378,0.978046103,0.000332275,1,0.12295082,0.276094276,None,0.97979798,0.823899371,0.155898609,3.85E-09,0.173285199,0.130890052,Up,
10084,10434,LYPLA1,10434//LYPLA1,chr8,54978307,55013498,CA-10434-4110-4670-4794-39204[INC][1/93],0,-,cass,0,0,0,1,0.098360656,0.252525253,None,0,0,0,1,0.126353791,0.094240838,None,
10085,10434,LYPLA1,10434//LYPLA1,chr8,54974813,54978372,CA-10434-39270-41642-41690-42693[INC][85/4],0,-,cass,1,1,0,1,0.12295082,0.286195286,None,1,1,0,1,0.187725632,0.151832461,None,
10086,10434,LYPLA1,10434//LYPLA1,chr8,54967619,54975934,CA-10434-41690-42693-42764-49884[INC][82/4],0,-,cass,1,1,0,1,0.139344262,0.28956229,None,1,0.994666667,0.005333333,1,0.198555957,0.151832461,None,
10087,10434,LYPLA1,10434//LYPLA1,chr8,54963571,54974883,CA-10434-42764-49884-49958-53829[INC][3/1],0,-,cass,1,1,0,1,0.114754098,0.249158249,None,1,1,0,1,0.16967509,0.094240838,None,
10088,10434,LYPLA1,10434//LYPLA1,chr8,54965214,54974883,CA-10434-42764-49884-49958-52261[INC][75/1],0,-,cass,0.978378378,0.976878613,0.001499766,1,0.12295082,0.276094276,None,1,1,0,1,0.180505415,0.09947644,None,
10089,10434,LYPLA1,10434//LYPLA1,chr8,54963571,54974883,CA-10434-42764-52261-52363-53829[INC][1/1],0,-,cass,1,1,0,1,0.114754098,0.276094276,None,1,1,0,1,0.155234657,0.151832461,None,
10090,10434,LYPLA1,10434//LYPLA1,chr8,54963571,54967692,CA-10434-49958-52261-52363-53829[INC][58/3],0,-,cass,1,1,0,1,0.114754098,0.286195286,None,1,1,0,1,0.16967509,0.157068063,None,
10091,10436,EMG1,10436//EMG1,chr12,7084251,7085138,CA-10436-7367-7447-7597-7914[INC][97/8][DNT],0,+,cass,0.972649573,0.771812081,0.200837492,6.97E-20,0.254098361,0.36026936,Up,0.921088435,0.892040256,0.029048179,0.096938833,0.274368231,0.214659686,None,
10092,10438,C1D,10438//C1D,chr2,68274304,68290129,CA-10438-3070-12890-12967-18708[INC][8/32][UPT],0,-,cass,0.482701812,0.595112016,-0.112410204,0.005753753,0.475409836,0.558922559,Down,0.393136665,0.344506518,0.048630147,0.75108746,0.411552347,0.319371728,None,
10093,10438,C1D,10438//C1D,chr2,68274304,68290121,CA-10438-3083-12890-12967-18712[INC][1/1][UPT],0,-,cass,1,0.888372093,0.111627907,1,0.106557377,0.138047138,None,NA,NA,NA,NA,NA,NA,NA,
10094,10438,C1D,10438//C1D,chr2,68274304,68290121,CA-10438-3083-12890-12967-18708[INC][19/42][UPT],0,-,cass,0.753026634,0.601529312,0.151497323,9.50E-07,0.327868852,0.430976431,Up,0.572200772,0.528326746,0.043874026,0.754575932,0.339350181,0.267015707,None,
10095,10438,C1D,10438//C1D,chr2,68274304,68290121,CA-10438-3083-12741-12967-18708[INC][1/42][UPT],0,-,cass,0.718232044,0.577477477,0.140754567,9.50E-07,0.31147541,0.420875421,Up,0.498188406,0.456752656,0.04143575,0.213676296,0.335740072,0.267015707,None,
10096,10440,TIMM17A,10440//TIMM17A,chr1,201926638,201934670,CA-10440-5084-11125-11254-12942[INC][370/1],0,+,cass,0.987783595,0.993918129,-0.006134534,0.205808197,0.459016393,0.491582492,None,0.992257065,0.987605135,0.00465193,0.731626041,0.433212996,0.329842932,None,
10097,10440,TIMM17A,10440//TIMM17A,chr1,201926638,201932871,CA-10440-5084-6348-6418-11125[INC][4/398],0,+,cass,0.037783375,0.010940919,0.026842456,4.00E-12,0.418032787,0.434343434,None,0.008791209,0.008920607,-0.000129398,2.40E-07,0.368231047,0.272251309,None,
10098,10440,TIMM17A,10440//TIMM17A,chr1,201926638,201932871,CA-10440-5084-10313-10434-11125[INC][4/398],0,+,cass,0,0,0,1,0.409836066,0.407407407,None,0,0,0,1,0.342960289,0.261780105,None,
10099,10443,N4BP2L2,10443//N4BP2L2,chr13,33101544,33112928,CA-10443-3182-4772-6031-14267[INC][5/3][UPT],0,-,cass,0.965732087,0.928703459,0.037028628,2.43E-05,0.68852459,0.764309764,None,0.933426769,0.914023961,0.019402809,0.51044469,0.527075812,0.42408377,None,
10100,10443,N4BP2L2,10443//N4BP2L2,chr13,33016524,33092139,CA-10443-23943-61162-61210-97673[INC][3/8],0,-,cass,0.401098901,0.38047138,0.020627521,0.039032957,0.319672131,0.252525253,None,0.576031656,0.802853437,-0.226821781,4.11E-17,0.16967509,0.183246073,Down,
10101,10443,N4BP2L2,10443//N4BP2L2,chr13,33016524,33054773,CA-10443-61210-63751-63913-97673[INC][3/4],0,-,cass,0.209756098,0.101538462,0.108217636,0.528508607,0.229508197,0.171717172,None,0.065326633,0.014492754,0.05083388,4.56E-13,0.111913357,0.104712042,None,
10102,10443,N4BP2L2,10443//N4BP2L2,chr13,33016524,33054773,CA-10443-61210-95319-95441-97673[INC][2/4],0,-,cass,0.024096386,0.156069364,-0.131972979,0.000744178,0.196721311,0.161616162,Down,0.006233304,0.089285714,-0.083052411,7.87E-08,0.119133574,0.104712042,None,
10103,10445,MCRS1,10445//MCRS1,chr12,49960504,49961902,CA-10445-3081-3379-3482-4287[INC][3/144][UPT],0,-,cass,0,0.11965812,-0.11965812,0.000111548,0.057377049,0.104377104,Down,NA,NA,NA,NA,NA,NA,NA,
10104,10445,MCRS1,10445//MCRS1,chr12,49959859,49961902,CA-10445-3081-4287-4407-4913[INC][135/3][UPT],0,-,cass,1,0.980952381,0.019047619,1,0.081967213,0.144781145,None,NA,NA,NA,NA,NA,NA,NA,
10105,10445,MCRS1,10445//MCRS1,chr12,49959311,49961902,CA-10445-3081-4287-5052-5461[INC][1/1][UPT],0,-,cass,1,0.993527508,0.006472492,1,0.081967213,0.161616162,None,NA,NA,NA,NA,NA,NA,NA,
10106,10445,MCRS1,10445//MCRS1,chr12,49959311,49961902,CA-10445-3081-4913-5052-5461[INC][3/1][UPT],0,-,cass,1,0.990430622,0.009569378,1,0.06557377,0.154882155,None,NA,NA,NA,NA,NA,NA,NA,
10107,10450,PPIE,10450//PPIE,chr1,40209495,40214759,CA-10450-8080-9530-9654-13058[INC][221/2],0,+,cass,0.996737357,0.9970726,-0.000335242,1,0.508196721,0.538720539,None,0.994572592,0.943096234,0.051476357,6.51E-09,0.342960289,0.345549738,None,
10108,10450,PPIE,10450//PPIE,chr1,40218581,40229585,CA-10450-17208-26672-26807-27844[INC][7/10][DNT],0,+,cass,0.197802198,0.258426966,-0.060624768,0.000285485,0.106557377,0.141414141,None,NA,NA,NA,NA,NA,NA,NA,
10109,10455,ECI2,10455//ECI2,chr6,4127995,4130793,CA-10455-8226-8348-8419-10766[INC][5/268],0,-,cass,0,0.006944444,-0.006944444,0.004753793,0.385245902,0.451178451,None,0.012772971,0,0.012772971,1.31E-10,0.328519856,0.193717277,None,
10110,10455,ECI2,10455//ECI2,chr6,4119419,4128064,CA-10455-10836-12360-13348-19322[INC][2/1],0,-,cass,1,1,0,1,0.459016393,0.498316498,None,1,0.998883929,0.001116071,1,0.422382671,0.272251309,None,
10111,10455,ECI2,10455//ECI2,chr6,4117541,4125603,CA-10455-13348-19322-19412-21146[INC][107/1],0,-,cass,0.994434137,0.98881395,0.005620188,0.402749156,0.475409836,0.494949495,None,0.957062147,0.99869281,-0.041630664,6.95E-12,0.422382671,0.298429319,None,
10112,10455,ECI2,10455//ECI2,chr6,4115939,4125603,CA-10455-13348-19322-21290-22568[INC][1/1][DNT],0,-,cass,1,1,0,1,0.475409836,0.518518519,None,1,1,0,1,0.451263538,0.308900524,None,
10113,10455,ECI2,10455//ECI2,chr6,4115939,4125603,CA-10455-13348-21146-21290-22568[INC][1/1][DNT],0,-,cass,1,1,0,1,0.401639344,0.481481481,None,1,1,0,1,0.389891697,0.251308901,None,
10114,10456,HAX1,10456//HAX1,chr1,154245104,154246436,CA-10456-3214-3779-4036-4211[INC][1/2][UPT],0,+,cass,1,1,0,1,0.745901639,0.760942761,None,1,0.987096774,0.012903226,1,0.664259928,0.507853403,None,
10115,10456,HAX1,10456//HAX1,chr1,154245104,154246436,CA-10456-3214-3917-4036-4211[INC][17/2][UPT],0,+,cass,1,1,0,1,0.745901639,0.760942761,None,1,0.987281399,0.012718601,1,0.664259928,0.507853403,None,
10116,10456,HAX1,10456//HAX1,chr1,154245104,154246436,CA-10456-3214-3773-4038-4211[INC][2/2][UPT],0,+,cass,1,1,0,1,0.696721311,0.750841751,None,1,0.97486911,0.02513089,1,0.588447653,0.481675393,None,
10117,10456,HAX1,10456//HAX1,chr1,154245104,154246436,CA-10456-3214-3773-4036-4211[INC][337/2][UPT],0,+,cass,1,1,0,1,0.795081967,0.797979798,None,1,0.991316932,0.008683068,1,0.689530686,0.544502618,None,
10118,10456,HAX1,10456//HAX1,chr1,154245104,154246436,CA-10456-3214-3773-3972-4211[INC][2/2][UPT],0,+,cass,1,1,0,1,0.696721311,0.750841751,None,1,0.97492163,0.02507837,1,0.588447653,0.481675393,None,
10119,10463,SLC30A9,10463//SLC30A9,chr4,42020127,42022531,CA-10463-30665-30883-31000-32910[INC][3/262],0,+,cass,0,0.000364564,-0.000364564,1,0.393442623,0.437710438,None,0,0,0,1,0.249097473,0.19895288,None,
10120,10463,SLC30A9,10463//SLC30A9,chr4,42069101,42077802,CA-10463-79687-83020-83186-88151[INC][35/1],0,+,cass,1,1,0,1,0.278688525,0.249158249,None,0.982378855,1,-0.017621145,1,0.162454874,0.151832461,None,
10121,10464,PIBF1,10464//PIBF1,chr13,73356276,73366684,CA-10464-3258-4331-4630-13355[INC][28/1][UPT],0,+,cass,0.928994083,1,-0.071005917,1,0.245901639,0.191919192,None,0.944700461,1,-0.055299539,1,0.166064982,0.12565445,None,
10122,10465,PPIH,10465//PPIH,chr1,43126532,43130625,CA-10465-5528-8041-8167-9486[INC][2/123],0,+,cass,0,0.003076923,-0.003076923,1,0.12295082,0.107744108,None,NA,NA,NA,NA,NA,NA,NA,
10123,10465,PPIH,10465//PPIH,chr1,43133021,43142428,CA-10465-12064-19911-19951-21207[INC][5/90][DNT],0,+,cass,0,0,0,1,0.114754098,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
10124,10465,PPIH,10465//PPIH,chr1,43133021,43142428,CA-10465-12064-19911-20072-21207[INC][1/90][DNT],0,+,cass,0,0.029520295,-0.029520295,1,0.114754098,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
10125,10465,PPIH,10465//PPIH,chr1,43133021,43142428,CA-10465-12064-19990-20072-21207[INC][1/90][DNT],0,+,cass,0,0.036630037,-0.036630037,1,0.114754098,0.101010101,None,NA,NA,NA,NA,NA,NA,NA,
10126,10466,COG5,10466//COG5,chr7,107013039,107167801,CA-10466-40278-154882-155013-194754[INC][24/1],0,-,cass,1,1,0,1,0.057377049,0.127946128,None,NA,NA,NA,NA,NA,NA,NA,
10127,10466,COG5,10466//COG5,chr7,106924015,106938790,CA-10466-269373-276336-276457-283782[INC][1/39],0,-,cass,0.043824701,0,0.043824701,1,0.057377049,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
10128,10467,ZNHIT1,10467//ZNHIT1,chr7,100861461,100866054,CA-10467-3514-3615-3782-7900[INC][1/93][UPT],0,+,cass,0.013953488,0,0.013953488,1,0.286885246,0.427609428,None,0.034157833,0.008695652,0.025462181,0.000801646,0.267148014,0.240837696,None,
10129,10469,TIMM44,10469//TIMM44,chr19,8002911,8008550,CA-10469-3217-5626-5722-8626[INC][298/1][UPT],0,-,cass,1,1,0,1,0.327868852,0.427609428,None,1,1,0,1,0.270758123,0.308900524,None,
10130,1047,CLGN,1047//CLGN,chr4,141334088,141348801,CA-1047-3125-3874-3958-17574[INC][8/72][UPT],0,-,cass,0.014880952,0,0.014880952,1,0.37704918,0.222222222,None,0,0,0,1,0.21299639,0.104712042,None,
10131,1047,CLGN,1047//CLGN,chr4,141321510,141327236,CA-1047-24720-28595-28677-30112[INC][31/1],0,-,cass,0.979899497,1,-0.020100503,1,0.37704918,0.249158249,None,1,1,0,1,0.292418773,0.12565445,None,
10132,10473,HMGN4,10473//HMGN4,chr6,26538595,26545818,CA-10473-3158-7418-7635-9783[INC][1/255][UPT][DNT],0,+,cass,0,0,0,1,0.147540984,0.245791246,None,0,0,0,1,0.108303249,0.104712042,None,
10133,10473,HMGN4,10473//HMGN4,chr6,26538595,26545818,CA-10473-3158-7496-7635-9783[INC][1/255][UPT][DNT],0,+,cass,0,0,0,1,0.147540984,0.245791246,None,0,0,0,1,0.108303249,0.104712042,None,
10134,10473,HMGN4,10473//HMGN4,chr6,26538595,26545818,CA-10473-3158-4557-4683-9783[INC][11/255][UPT][DNT],0,+,cass,0.222222222,0,0.222222222,1.73E-100,0.172131148,0.245791246,Up,0,0,0,1,0.108303249,0.109947644,None,
10135,10474,TADA3,10474//TADA3,chr3,9821650,9827108,CA-10474-10421-11523-11709-15187[INC][85/1][DNT],0,-,cass,1,1,0,1,0.139344262,0.198653199,None,1,1,0,1,0.126353791,0.130890052,None,
10136,10476,ATP5H,10476//ATP5H,chr17,73035303,73038371,CA-10476-7799-9816-9888-10708[INC][245/4],0,-,cass,0.991102515,0.987501302,0.003601213,0.205001111,0.950819672,0.946127946,None,0.987503661,0.989230282,-0.001726621,0.306969165,0.927797834,0.853403141,None,
10137,10478,SLC25A17,10478//SLC25A17,chr22,41195026,41215340,CA-10478-3194-22717-22828-23305[INC][1/177][UPT],0,-,cass,0,0,0,1,0.204918033,0.208754209,None,NA,NA,NA,NA,NA,NA,NA,
10138,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41215340,CA-10478-3194-23305-23366-43263[INC][7/6][UPT],0,-,cass,1,0.753036437,0.246963563,1.26E-16,0.204918033,0.242424242,Up,NA,NA,NA,NA,NA,NA,NA,
10139,10478,SLC25A17,10478//SLC25A17,chr22,41195026,41215340,CA-10478-3194-5011-5186-23305[INC][2/177][UPT],0,-,cass,0,0,0,1,0.204918033,0.208754209,None,NA,NA,NA,NA,NA,NA,NA,
10140,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41195086,CA-10478-23366-27808-27875-43263[INC][2/8],0,-,cass,0.96011396,0.977207977,-0.017094017,1,0.196721311,0.218855219,None,0.812133072,0.868131868,-0.055998796,0.15098643,0.104693141,0.052356021,None,
10141,10478,SLC25A17,10478//SLC25A17,chr22,41188528,41195086,CA-10478-23366-27808-27875-29712[INC][162/4],0,-,cass,1,1,0,1,0.196721311,0.215488215,None,1,0.951923077,0.048076923,1,0.111913357,0.057591623,None,
10142,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41195086,CA-10478-23366-29712-29864-43263[INC][4/8],0,-,cass,0.970954357,0.985964912,-0.015010555,1,0.180327869,0.225589226,None,NA,NA,NA,NA,NA,NA,NA,
10143,10478,SLC25A17,10478//SLC25A17,chr22,41190517,41195086,CA-10478-23366-25052-25135-27808[INC][1/166],0,-,cass,0,0,0,1,0.18852459,0.208754209,None,NA,NA,NA,NA,NA,NA,NA,
10144,10478,SLC25A17,10478//SLC25A17,chr22,41190517,41195086,CA-10478-23366-25052-25105-27808[INC][8/166],0,-,cass,0,0,0,1,0.18852459,0.208754209,None,NA,NA,NA,NA,NA,NA,NA,
10145,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41190583,CA-10478-27875-29712-29864-43263[INC][161/2],0,-,cass,1,1,0,1,0.18852459,0.225589226,None,0.975975976,0.992395437,-0.016419461,1,0.115523466,0.068062827,None,
10146,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41188679,CA-10478-29864-42494-42631-43263[INC][1/174],0,-,cass,0,0,0,1,0.172131148,0.212121212,None,NA,NA,NA,NA,NA,NA,NA,
10147,10478,SLC25A17,10478//SLC25A17,chr22,41175012,41188679,CA-10478-29864-37784-37876-43263[INC][2/174],0,-,cass,0.002132196,0,0.002132196,1,0.180327869,0.215488215,None,NA,NA,NA,NA,NA,NA,NA,
10148,10478,SLC25A17,10478//SLC25A17,chr22,41166585,41173138,CA-10478-45349-48369-48452-51407[INC][48/1][DNT],0,-,cass,1,1,0,1,0.237704918,0.303030303,None,1,0.905882353,0.094117647,1.50E-13,0.16967509,0.109947644,None,
10149,10480,EIF3M,10480//EIF3M,chr11,32605377,32611186,CA-10480-3163-6245-6378-8780[INC][2/24][UPT],0,+,cass,0.83184011,0.942437592,-0.110597482,1.07E-16,0.614754098,0.552188552,Down,0.884184309,0.850919652,0.033264657,0.956855579,0.440433213,0.303664921,None,
10150,10480,EIF3M,10480//EIF3M,chr11,32608557,32611186,CA-10480-6378-7827-7966-8780[INC][4/2],0,+,cass,0.998482549,0.995577667,0.002904882,1,0.606557377,0.572390572,None,1,1,0,1,0.516245487,0.366492147,None,
10151,10480,EIF3M,10480//EIF3M,chr11,32610139,32611186,CA-10480-7966-8245-8369-8780[INC][508/4],0,+,cass,0.985038899,0.998595999,-0.0135571,4.21E-09,0.655737705,0.602693603,None,0.998336452,1,-0.001663548,1,0.534296029,0.439790576,None,
10152,10480,EIF3M,10480//EIF3M,chr11,32623307,32624018,CA-10480-21056-21312-21348-21512[INC][3/299][DNT],0,+,cass,0,0.001816081,-0.001816081,1,0.68852459,0.626262626,None,0.003919861,0.001611604,0.002308257,0.62696001,0.555956679,0.455497382,None,
10153,10482,NXF1,10482//NXF1,chr11,62571263,62572911,CA-10482-3164-4304-4411-4514[INC][3/861][UPT],0,-,cass,0,0,0,1,0.180327869,0.205387205,None,0,0,0,1,0.137184116,0.094240838,None,
10154,10482,NXF1,10482//NXF1,chr11,62571263,62572911,CA-10482-3164-4282-4411-4514[INC][3/861][UPT],0,-,cass,0,0,0,1,0.180327869,0.205387205,None,0,0,0,1,0.137184116,0.094240838,None,
10155,10482,NXF1,10482//NXF1,chr11,62569648,62572911,CA-10482-3164-4514-4701-6232[INC][1/3][UPT],0,-,cass,1,1,0,1,0.180327869,0.205387205,None,1,1,0,1,0.137184116,0.094240838,None,
10156,10482,NXF1,10482//NXF1,chr11,62569648,62571449,CA-10482-4701-4920-5074-6232[INC][783/1],0,-,cass,1,1,0,1,0.229508197,0.279461279,None,1,1,0,1,0.180505415,0.136125654,None,
10157,10482,NXF1,10482//NXF1,chr11,62567848,62568888,CA-10482-7164-7291-7399-8006[INC][46/2],0,-,cass,1,1,0,1,0.196721311,0.255892256,None,0.989906273,1,-0.010093727,1,0.173285199,0.09947644,None,
10158,10482,NXF1,10482//NXF1,chr11,62564789,62567957,CA-10482-8116-9917-9954-11106[INC][35/1],0,-,cass,1,1,0,1,0.229508197,0.235690236,None,1,1,0,1,0.166064982,0.120418848,None,
10159,10482,NXF1,10482//NXF1,chr11,62563758,62564709,CA-10482-11310-11925-12033-12147[INC][52/1],0,-,cass,1,1,0,1,0.262295082,0.336700337,None,1,1,0,1,0.223826715,0.141361257,None,
10160,10483,SEC23B,10483//SEC23B,chr20,18529252,18535033,CA-10483-44227-46545-46632-49691[INC][53/1],0,+,cass,1,1,0,1,0.327868852,0.562289562,None,1,1,0,1,0.353790614,0.282722513,None,
10161,10484,SEC23A,10484//SEC23A,chr14,39565101,39572866,CA-10484-2641-3005-3202-10094[INC][1/2],0,-,cass,1,1,0,1,0.016393443,0.101010101,None,NA,NA,NA,NA,NA,NA,NA,
10162,10484,SEC23A,10484//SEC23A,chr14,39562390,39572417,CA-10484-3202-10094-10336-12989[INC][274/2][UPT],0,-,cass,1,1,0,1,0.049180328,0.148148148,None,NA,NA,NA,NA,NA,NA,NA,
10163,10484,SEC23A,10484//SEC23A,chr14,39560680,39562447,CA-10484-13047-13606-13693-14520[INC][134/4],0,-,cass,1,1,0,1,0.016393443,0.114478114,None,NA,NA,NA,NA,NA,NA,NA,
10164,10487,CAP1,10487//CAP1,chr1,40506430,40525129,CA-10487-3219-3846-3911-21754[INC][3/741][UPT],0,+,cass,0.131147541,0.016706444,0.114441097,7.80E-05,0.090163934,0.215488215,Up,0,0.019011407,-0.019011407,1,0.202166065,0.136125654,None,
10165,10489,LRRC41,10489//LRRC41,chr1,46746796,46763304,CA-10489-8804-19867-21005-24981[INC][9/2],0,-,cass,1,1,0,1,0.098360656,0.144781145,None,NA,NA,NA,NA,NA,NA,NA,
10166,10489,LRRC41,10489//LRRC41,chr1,46745863,46747056,CA-10489-25242-25806-25971-26076[INC][46/1],0,-,cass,1,1,0,1,0.06557377,0.188552189,None,1,1,0,1,0.162454874,0.09947644,None,
10167,10490,VTI1B,10490//VTI1B,chr14,68129193,68141338,CA-10490-3511-14695-14857-15350[INC][2/102][UPT],0,-,cass,0.010526316,0.118605958,-0.108079643,1.96E-30,0.229508197,0.356902357,Down,0.045707915,0.034591195,0.01111672,4.65E-05,0.220216606,0.146596859,None,
10168,10490,VTI1B,10490//VTI1B,chr14,68126447,68141338,CA-10490-3511-15350-15409-17963[INC][101/7][UPT],0,-,cass,1,1,0,1,0.262295082,0.367003367,None,0.990532544,0.996850394,-0.006317849,1,0.249097473,0.157068063,None,
10169,10490,VTI1B,10490//VTI1B,chr14,68117865,68123305,CA-10490-21470-24387-24449-26404[INC][123/1][DNT],0,-,cass,1,0.985630307,0.014369693,0.011593268,0.31147541,0.434343434,None,1,0.99091941,0.00908059,1,0.306859206,0.19895288,None,
10170,10492,SYNCRIP,10492//SYNCRIP,chr6,86351009,86353571,CA-10492-2576-3435-3529-4874[INC][1/3][UPT],0,-,cass,1,1,0,1,0.163934426,0.228956229,None,1,0.924528302,0.075471698,1,0.119133574,0.130890052,None,
10171,10492,SYNCRIP,10492//SYNCRIP,chr6,86351009,86353571,CA-10492-2576-3403-3529-4874[INC][1/3][UPT],0,-,cass,1,1,0,1,0.163934426,0.228956229,None,1,0.924528302,0.075471698,1,0.119133574,0.130890052,None,
10172,10492,SYNCRIP,10492//SYNCRIP,chr6,86350163,86352607,CA-10492-3529-4874-5034-5761[INC][57/26],0,-,cass,0.897435897,0.806800618,0.090635279,0.000512702,0.262295082,0.333333333,None,0.837241379,0.771428571,0.065812808,0.498321466,0.21299639,0.19895288,None,
10173,10492,SYNCRIP,10492//SYNCRIP,chr6,86322292,86328656,CA-10492-27508-30978-31307-33402[INC][1/1][DNT],0,-,cass,1,1,0,1,0.090163934,0.101010101,None,NA,NA,NA,NA,NA,NA,NA,
10174,10492,SYNCRIP,10492//SYNCRIP,chr6,86322292,86328656,CA-10492-27508-30978-31345-33402[INC][19/1][DNT],0,-,cass,1,1,0,1,0.106557377,0.124579125,None,NA,NA,NA,NA,NA,NA,NA,
10175,10493,VAT1,10493//VAT1,chr17,41166623,41169946,CA-10493-7602-8894-9136-9298[INC][117/1][DNT],0,-,cass,1,1,0,1,0.155737705,0.164983165,None,1,1,0,1,0.129963899,0.104712042,None,
10176,10495,ENOX2,10495//ENOX2,chrX,129917520,130037182,CA-10495-3186-4503-4551-122544[INC][70/1][UPT],0,-,cass,1,1,0,1,0.106557377,0.087542088,None,NA,NA,NA,NA,NA,NA,NA,
